date,total_value,cash,position_value
2022-07-14,1071232.0132340007,350020.01323400054,721212.0000000001
2022-07-15,1064642.0132340007,350020.01323400054,714622.0000000001
2022-07-18,1065803.0132340007,350020.01323400054,715783.0000000001
2022-07-19,1067908.0132340007,350020.01323400054,717888.0000000001
2022-07-20,1068236.0132340007,350020.01323400054,718216.0000000001
2022-07-21,1059848.0132340007,350020.01323400054,709828.0000000001
2022-07-22,1059496.1493715006,744689.1493715006,314807.0
2022-07-25,1062890.1493715006,744689.1493715006,318201.0
2022-07-26,1067440.1493715006,744689.1493715006,322751.0
2022-07-27,1062921.1493715006,744689.1493715006,318232.0
2022-07-28,1061388.1493715006,744689.1493715006,316699.0
2022-07-29,1047752.1493715006,744689.1493715006,303063.0
2022-08-01,1048033.1493715006,744689.1493715006,303344.0
2022-08-02,1043467.1493715006,744689.1493715006,298778.0
2022-08-03,1041794.1493715006,744689.1493715006,297105.0
2022-08-04,1045218.1493715006,744689.1493715006,300529.0
2022-08-05,1047983.9903290006,1047983.9903290006,0.0
2022-08-08,1047983.9903290006,1047983.9903290006,0.0
2022-08-09,1047983.9903290006,1047983.9903290006,0.0
2022-08-10,1047983.9903290006,1047983.9903290006,0.0
2022-08-11,1047983.9903290006,1047983.9903290006,0.0
2022-08-12,1047983.9903290006,1047983.9903290006,0.0
2022-08-15,1047983.9903290006,1047983.9903290006,0.0
2022-08-16,1047983.9903290006,1047983.9903290006,0.0
2022-08-17,1047983.9903290006,1047983.9903290006,0.0
2022-08-18,1047983.9903290006,1047983.9903290006,0.0
2022-08-19,1047983.9903290006,1047983.9903290006,0.0
2022-08-22,1047983.9903290006,1047983.9903290006,0.0
2022-08-23,1047983.9903290006,1047983.9903290006,0.0
2022-08-24,1047983.9903290006,1047983.9903290006,0.0
2022-08-25,1047983.9903290006,1047983.9903290006,0.0
2022-08-26,1047983.9903290006,1047983.9903290006,0.0
2022-08-29,1047983.9903290006,1047983.9903290006,0.0
2022-08-30,1047983.9903290006,1047983.9903290006,0.0
2022-08-31,1047983.9903290006,1047983.9903290006,0.0
2022-09-01,1047983.9903290006,1047983.9903290006,0.0
2022-09-02,1047983.9903290006,1047983.9903290006,0.0
2022-09-05,1047983.9903290006,1047983.9903290006,0.0
2022-09-06,1047053.6606350007,633665.6606350007,413388.0
2022-09-07,1044893.6606350007,633665.6606350007,411228.0
2022-09-08,1046621.6606350007,633665.6606350007,412956.0
2022-09-09,1052741.6606350006,633665.6606350007,419075.9999999999
2022-09-13,1055405.6606350006,633665.6606350007,421739.9999999999
2022-09-14,1052453.6606350006,633665.6606350007,418787.9999999999
2022-09-15,1055621.6606350006,633665.6606350007,421955.9999999999
2022-09-16,1047269.6606350007,633665.6606350007,413604.0
2022-09-19,1047269.6606350007,633665.6606350007,413604.0
2022-09-20,1042301.6606350007,633665.6606350007,408636.0
2022-09-21,1041653.6606350007,633665.6606350007,407988.0
2022-09-22,1036829.6606350007,633665.6606350007,403164.0
2022-09-23,1040717.6606350007,633665.6606350007,407052.0
2022-09-26,1036901.6606350007,633665.6606350007,403236.0
2022-09-27,1036541.6606350007,633665.6606350007,402876.0
2022-09-28,1032581.6606350007,633665.6606350007,398916.0
2022-09-29,1028477.6606350007,633665.6606350007,394812.0
2022-09-30,1030349.6606350007,633665.6606350007,396684.0
2022-10-10,1027984.9366450007,1027984.9366450007,0.0
2022-10-11,1027984.9366450007,1027984.9366450007,0.0
2022-10-12,1027984.9366450007,1027984.9366450007,0.0
2022-10-13,1027984.9366450007,1027984.9366450007,0.0
2022-10-14,1027984.9366450007,1027984.9366450007,0.0
2022-10-17,1027984.9366450007,1027984.9366450007,0.0
2022-10-18,1027984.9366450007,1027984.9366450007,0.0
2022-10-19,1027984.9366450007,1027984.9366450007,0.0
2022-10-20,1027984.9366450007,1027984.9366450007,0.0
2022-10-21,1027984.9366450007,1027984.9366450007,0.0
2022-10-24,1027984.9366450007,1027984.9366450007,0.0
2022-10-25,1027984.9366450007,1027984.9366450007,0.0
2022-10-26,1027984.9366450007,1027984.9366450007,0.0
2022-10-27,1027984.9366450007,1027984.9366450007,0.0
2022-10-28,1027984.9366450007,1027984.9366450007,0.0
2022-10-31,1027984.9366450007,1027984.9366450007,0.0
2022-11-01,1027984.9366450007,1027984.9366450007,0.0
2022-11-02,1027984.9366450007,1027984.9366450007,0.0
2022-11-03,1027984.9366450007,1027984.9366450007,0.0
2022-11-04,1027984.9366450007,1027984.9366450007,0.0
2022-11-07,1027984.9366450007,1027984.9366450007,0.0
2022-11-08,1027984.9366450007,1027984.9366450007,0.0
2022-11-09,1027984.9366450007,1027984.9366450007,0.0
2022-11-10,1027984.9366450007,1027984.9366450007,0.0
2022-11-11,1027984.9366450007,1027984.9366450007,0.0
2022-11-14,1027984.9366450007,1027984.9366450007,0.0
